"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""1523306141""","=""j_force1_99""","=""17982070480880497""","=""@swetlana_kalinina what's so funny?""","=""https://www.instagram.com/j_force1_99""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/434232572_2463556793844201_7049436606694573592_n.jpg""","=""1/17/2023, 3:05:45 PM"""
"=""3609519304""","=""_iamashleymarie96""","=""17986662031831807""","=""@vadersrightfist So just because he was “resisting” arrest. They have to kill him. Hella kid die in school all the time. Most of the cases are white people and cops don’t do shit! They would kill someone that resist arrested but they would let life the one that is killing children!""","=""https://www.instagram.com/_iamashleymarie96""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/438737288_366864452981510_790625648089047842_n.jpg""","=""2/5/2023, 8:59:07 AM"""
"=""4786245536""","=""vadersrightfist""","=""17965374542496884""","=""@cuddie_powell Because George Floyd is a criminal and bodycam footage showed him to be resisting arrest.""","=""https://www.instagram.com/vadersrightfist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17265772_246162285793281_1932374196709490688_a.jpg""","=""3/4/2023, 9:20:23 AM"""
"=""4786245536""","=""vadersrightfist""","=""17864890844875185""","=""@_iamashleymarie96 No, they didn't have to kill him. But if George Floyd didn't resist, he would be alive today. Simple as that.""","=""https://www.instagram.com/vadersrightfist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17265772_246162285793281_1932374196709490688_a.jpg""","=""3/4/2023, 9:21:53 AM"""
"=""6434316546""","=""cuddie_powell""","=""18016389082524454""","=""@vadersrightfist i commented ts 15w ago u late asf 😂😂would u lay there and allow sum1 to kill u?""","=""https://www.instagram.com/cuddie_powell""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/212708585_131460985699442_8467292549652511388_n.jpg""","=""3/4/2023, 7:16:24 PM"""
"=""4786245536""","=""vadersrightfist""","=""18207817150230142""","=""@cuddie_powell If you actually bothered to watch the bodycam footage, he was resisting arrest long before a knee was ever even on him.""","=""https://www.instagram.com/vadersrightfist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17265772_246162285793281_1932374196709490688_a.jpg""","=""3/6/2023, 1:35:47 AM"""
"=""6434316546""","=""cuddie_powell""","=""17947675157391285""","=""@vadersrightfist i’m not finn listen to sum1 who’s tryn justify a murder, why tf would u cut off sum1’s oxygen 😂""","=""https://www.instagram.com/cuddie_powell""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/212708585_131460985699442_8467292549652511388_n.jpg""","=""3/6/2023, 1:36:41 AM"""
"=""1633666247""","=""nikcsvds""","=""17955489371301424""","=""Another tricked up fool""","=""https://www.instagram.com/nikcsvds""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/445403538_7920948731272419_3934094422645765384_n.jpg""","=""3/6/2023, 6:55:59 AM"""
"=""4786245536""","=""vadersrightfist""","=""17984923081912522""","=""@cuddie_powell Why would you resist arrest in the first place?""","=""https://www.instagram.com/vadersrightfist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17265772_246162285793281_1932374196709490688_a.jpg""","=""3/8/2023, 11:01:58 AM"""
"=""6434316546""","=""cuddie_powell""","=""17944766633602440""","=""@vadersrightfist bc ur..dying""","=""https://www.instagram.com/cuddie_powell""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/212708585_131460985699442_8467292549652511388_n.jpg""","=""3/8/2023, 1:18:28 PM"""
"=""4786245536""","=""vadersrightfist""","=""17981003036071500""","=""@cuddie_powell Ah yes, George Floyd was dying while he was standing up and talking normally.""","=""https://www.instagram.com/vadersrightfist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17265772_246162285793281_1932374196709490688_a.jpg""","=""3/9/2023, 12:08:53 AM"""
"=""6434316546""","=""cuddie_powell""","=""17890824206788348""","=""@vadersrightfist if he was talking normally then how was he resisting..""","=""https://www.instagram.com/cuddie_powell""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/212708585_131460985699442_8467292549652511388_n.jpg""","=""3/9/2023, 12:19:42 AM"""
"=""58328641559""","=""medium_lightworker""","=""17988359429076125""","=""Memories 💚💫""","=""https://www.instagram.com/medium_lightworker""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/446091262_374077065652624_7179706031305554814_n.jpg""","=""5/18/2023, 6:30:12 PM"""
"=""40875217691""","=""spaghetiisaucee""","=""17878225091901684""","=""@kelsi.braxtonn I think it’s kind of pathetic you have to bring up her family in order to defend someone who threatened to shoot a pregnant women in the stomach, Stay mad because you contribute nothing to society.""","=""https://www.instagram.com/spaghetiisaucee""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/118241778_2787602121472617_8745174906661570868_n.jpg""","=""9/23/2023, 2:38:35 AM"""
"=""8652297971""","=""kelsi.braxtonn""","=""18010608268772271""","=""@spaghetiisaucee who are you""","=""https://www.instagram.com/kelsi.braxtonn""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/444759906_1636955307055356_6766280720049800678_n.jpg""","=""9/23/2023, 2:39:48 AM"""
"=""40875217691""","=""spaghetiisaucee""","=""18009989029781880""","=""@kelsi.braxtonn someone who doesn’t have a .170 hit average because a comment affected my life that much""","=""https://www.instagram.com/spaghetiisaucee""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/118241778_2787602121472617_8745174906661570868_n.jpg""","=""9/23/2023, 2:48:03 AM"""
"=""40875217691""","=""spaghetiisaucee""","=""17987746796343755""","=""@kelsi.braxtonn East river varsity volleyball .167 hitting percentage September 20th Orlando Florida, Imagine defending a person like Floyd while playing that bad""","=""https://www.instagram.com/spaghetiisaucee""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/118241778_2787602121472617_8745174906661570868_n.jpg""","=""9/23/2023, 2:49:46 AM"""
"=""8652297971""","=""kelsi.braxtonn""","=""17935826984735037""","=""@spaghetiisaucee imagine being that pathetic that you have the time to stalk a minor like what ? and u obviously dont play volleyball because that isn’t even bad??""","=""https://www.instagram.com/kelsi.braxtonn""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/444759906_1636955307055356_6766280720049800678_n.jpg""","=""9/23/2023, 2:55:37 AM"""
