"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""45976991""","=""intro_2luv""","=""18036155317524419""","=""@mista_666_444 there are plenty Democrats who think thT way too.""","=""https://www.instagram.com/intro_2luv""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/413233898_1102097387613717_156714735542047222_n.jpg""","=""8/7/2023, 10:24:06 AM"""
"=""2081324944""","=""nsfsdiggs""","=""17932450073685591""","=""My boy swam across the creek he probably would have got his ass whooped but I respect the will to get in the fight that is how it's posed to be""","=""https://www.instagram.com/nsfsdiggs""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/277082247_1125619548290443_8393622338122551571_n.jpg""","=""8/7/2023, 10:43:36 AM"""
"=""1647568541""","=""jota_jota_dj""","=""17996960744034517""","=""yoooo 🔥🔥🔥""","=""https://www.instagram.com/jota_jota_dj""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/414442976_901748828223203_5532261568641487793_n.jpg""","=""8/7/2023, 10:48:49 AM"""
"=""61258787280""","=""spudjitsih""","=""17928035075732177""","=""People who give up easily are the people who lose in life my first experience happens to be a failure but I never gave up because I knew it was going to work out for me to keep trying 💎💎💎💎💎💎💎💎💎💎💎💎 @susan_thomas_fx""","=""https://www.instagram.com/spudjitsih""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/364264657_6395155810520412_3856127263532527969_n.jpg""","=""8/7/2023, 1:06:18 PM"""
"=""184178802""","=""jellyxtrajamm""","=""18002591206941687""","=""Kudos to the ones who intervened! Especially the one who swam to intervene!! 🙌 I I had happened to watch a few times. Especially due to the hat thrown. know it’s not just me but Has anyone noticed towards the end of the video, how the mayo-sepians were looking in the video. X files like iykyk. Like transparent??? 👀 🤔 and I don’t wanna hear nothing about that quality of the phone because everybody was in fast pace due to it being a fight. Therefore, in the words of the infamous “flight lady” video “you can believe me or not believe me that mutha-that m’er is not real!” They can’t be human. Even a young Caucasian guy went to try to stop them and one of them animals  tried to fight him off and away. That family is wrong for attacking one person. People or other things can be so ghetto!, I swear! Can’t live amongst others. But yeah that’s what I wanted to point out. They did say that they’re here….it’s no a coincidence that the previous post from someone else’s page (beyonces ex drummer)showed a post up about a tweet before I saw the video and the ppl in the comments section didn’t explain who they were but there was a hashtag that only said a town in Alabama. Algorithm??? Mmhh yeah aight 🤔 Stay safe out there everyone! ✊🏾 Love & Light 💜""","=""https://www.instagram.com/jellyxtrajamm""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/441005203_3702382833382450_2658377512580847614_n.jpg""","=""8/7/2023, 1:50:01 PM"""
"=""1503164605""","=""rigbyrhu92""","=""18070873861399880""","=""@bea_churchrey what’s positive about that""","=""https://www.instagram.com/rigbyrhu92""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/11111436_1016375701723736_1468344263_a.jpg""","=""8/7/2023, 1:59:52 PM"""
"=""1503164605""","=""rigbyrhu92""","=""18019745350629791""","=""@cece_360_photo_vibe show me then, all I see is swimming from him""","=""https://www.instagram.com/rigbyrhu92""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/11111436_1016375701723736_1468344263_a.jpg""","=""8/7/2023, 2:00:43 PM"""
"=""1503164605""","=""rigbyrhu92""","=""17966412614400784""","=""@cece_360_photo_vibe lmao and you would be the one with your phone out,""","=""https://www.instagram.com/rigbyrhu92""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/11111436_1016375701723736_1468344263_a.jpg""","=""8/7/2023, 2:02:22 PM"""
"=""292149303""","=""blacxkcobra""","=""17995900316307919""","=""OW MICHAEL JACKSON SMOOTH CRIMINAL STARTS TO PLAY WHEN HE THREW HIS HAT IN THE AIR😂😂😂😂""","=""https://www.instagram.com/blacxkcobra""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/15337102_210925076019919_2038498127014526976_a.jpg""","=""8/7/2023, 2:26:40 PM"""
"=""34512249""","=""misspersnikety""","=""18012654712753236""","=""👏""","=""https://www.instagram.com/misspersnikety""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/362674294_1651522858658748_3814226747659572275_n.jpg""","=""8/7/2023, 2:42:09 PM"""
