"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""59395955492""","=""ankit_nagpal13""","=""18019681054963701""","=""""","=""https://www.instagram.com/ankit_nagpal13""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/405761917_268742316171345_4443210397479159074_n.jpg""","=""3/29/2024, 5:16:15 PM"""
"=""50856536588""","=""daksh.php""","=""18025621702995814""","=""My president""","=""https://www.instagram.com/daksh.php""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/434055496_437728792123734_3539977790849553768_n.jpg""","=""3/29/2024, 5:16:27 PM"""
"=""62646457155""","=""bagloverz_handbags18""","=""18034734160884409""","=""Ekta Kapoor can cast him for ullu series or alt Balaji 😂""","=""https://www.instagram.com/bagloverz_handbags18""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/387267146_973760397024526_3254601238133815973_n.jpg""","=""3/29/2024, 5:17:43 PM"""
"=""60561923087""","=""thatkamathfellow""","=""18045426052724836""","=""I’m definitely voting for him!""","=""https://www.instagram.com/thatkamathfellow""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/442994568_1164604941623255_1101545574973915256_n.jpg""","=""3/29/2024, 5:22:20 PM"""
"=""47696617487""","=""ig_aman_sabhlok""","=""18093016741415738""","=""@realdonaldtrump 👏🔥""","=""https://www.instagram.com/ig_aman_sabhlok""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/434459008_1449456092646385_6876633588733330300_n.jpg""","=""3/29/2024, 5:23:44 PM"""
"=""37938120503""","=""_eh4y""","=""18025250243061739""","=""""","=""https://www.instagram.com/_eh4y""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/441382607_871327201466955_8701674560696249691_n.jpg""","=""3/29/2024, 5:26:15 PM"""
"=""58271053085""","=""qwerdyum""","=""18180378277290535""","=""""","=""https://www.instagram.com/qwerdyum""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/438505912_1596232157798422_2558451791424393281_n.jpg""","=""3/29/2024, 5:27:27 PM"""
"=""32034240079""","=""vruussshhhh""","=""17989841333455164""","=""""","=""https://www.instagram.com/vruussshhhh""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/426829353_1171566310875518_1935003201005700317_n.jpg""","=""3/29/2024, 5:29:57 PM"""
"=""8727034522""","=""kirandosanjh0786""","=""18003884249226894""","=""""","=""https://www.instagram.com/kirandosanjh0786""","=""https://instagram.fotp8-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg""","=""3/29/2024, 5:29:59 PM"""
"=""5371057967""","=""sankalp_tiwari0001""","=""18027954049948070""","=""@simarjeetsinghvohra 🤣👌""","=""https://www.instagram.com/sankalp_tiwari0001""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/387739980_329668756412107_3868368493901516469_n.jpg""","=""3/29/2024, 5:45:26 PM"""
"=""38667397120""","=""akash.kumar_11""","=""18292380823083538""","=""bhai kahan se sochte ho ye sab😂😂""","=""https://www.instagram.com/akash.kumar_11""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/131902682_149559076607241_3911481805206807224_n.jpg""","=""3/29/2024, 5:47:11 PM"""
"=""6874683042""","=""raghhav_modi""","=""17987357528637808""","=""Chocoland Trump🙌""","=""https://www.instagram.com/raghhav_modi""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/442641670_810585287195129_3948979340343647073_n.jpg""","=""3/29/2024, 5:48:35 PM"""
"=""59629429540""","=""pedocetamol""","=""18019794743158302""","=""""","=""https://www.instagram.com/pedocetamol""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/395246263_1040932763770666_7443419581979623462_n.jpg""","=""3/29/2024, 6:06:52 PM"""
"=""48346523598""","=""rajtiwarii23""","=""18060196909529666""","=""😂""","=""https://www.instagram.com/rajtiwarii23""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/444152187_461694879609950_6008608047787306059_n.jpg""","=""3/29/2024, 6:07:19 PM"""
"=""48346523598""","=""rajtiwarii23""","=""18274618303205259""","=""😂""","=""https://www.instagram.com/rajtiwarii23""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/444152187_461694879609950_6008608047787306059_n.jpg""","=""3/29/2024, 6:07:26 PM"""
"=""42533858386""","=""_jatin_saraswat_""","=""18139881496316339""","=""""","=""https://www.instagram.com/_jatin_saraswat_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/431810380_928640375515881_4015703605137431931_n.jpg""","=""3/29/2024, 6:15:48 PM"""
"=""6248154342""","=""_laxmanrawat""","=""18027318607966389""","=""Donald Trump is not my president I will never vote for him""","=""https://www.instagram.com/_laxmanrawat""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/416206381_1353603598598842_898329812589016169_n.jpg""","=""3/29/2024, 7:39:18 PM"""
"=""53070831185""","=""d3mn.op""","=""18043465603709205""","=""Ni**a Trump""","=""https://www.instagram.com/d3mn.op""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/443697795_821243099904796_5407548153380393298_n.jpg""","=""3/29/2024, 7:55:03 PM"""
"=""64518115243""","=""nikhil_irony""","=""17913347858823538""","=""@hardik_245_""","=""https://www.instagram.com/nikhil_irony""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/445478302_2333204247010593_5365980751089141267_n.jpg""","=""3/29/2024, 7:58:28 PM"""
"=""64518115243""","=""nikhil_irony""","=""18062904682525789""","=""@hardik_245_""","=""https://www.instagram.com/nikhil_irony""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/445478302_2333204247010593_5365980751089141267_n.jpg""","=""3/29/2024, 7:58:38 PM"""
"=""7085226780""","=""anirudh_026""","=""18327808108185308""","=""@hardik_245_""","=""https://www.instagram.com/anirudh_026""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/349035122_250522940894767_62731825489877710_n.jpg""","=""3/30/2024, 9:08:43 AM"""
