"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""6858714049""","=""puccissimecouture""","=""18306787585146863""","=""Love these posts 💛""","=""https://www.instagram.com/puccissimecouture""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/361751071_169245756166447_7819398152116227560_n.jpg""","=""4/14/2024, 8:31:49 AM"""
"=""44512686145""","=""_willowthecattledog_""","=""18041947150696682""","=""You have given us so many amazing ideas!! 🙌❤️""","=""https://www.instagram.com/_willowthecattledog_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/373423993_2459600027536779_3380120026446055967_n.jpg""","=""4/14/2024, 12:16:04 PM"""
"=""7423595534""","=""the_real_lupi""","=""18036707911855904""","=""I’m proud of you 👍""","=""https://www.instagram.com/the_real_lupi""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/174161444_552623205710489_3663643970105244524_n.jpg""","=""4/14/2024, 5:07:31 PM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""18049844902617116""","=""@frisco_theshepherd Thank you  Frisco for your kindness as always 🥰💙❤️💚""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:06:29 AM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""18001412468529143""","=""@stella.the.jackrussell.pup Thank you sweet Stella. Happy Birthday to your parents 🎉🥰❤️""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:06:57 AM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""18115846402364825""","=""@huskyfamilyxx ❤️❤️""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:07:02 AM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""17947988939789372""","=""@stella.thepitty 😍😍""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:07:06 AM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""18042334003705958""","=""@jbdoubleoh7 Thank you my friend and thank you for joining us 🌎❤️💙💚""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:07:31 AM"""
"=""44726090930""","=""stella.the.jackrussell.pup""","=""18427033711026499""","=""@callie_thelonghairedgsd thank you so much! 😘😘❤️❤️❤️❤️❤️""","=""https://www.instagram.com/stella.the.jackrussell.pup""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/442220548_455237463854589_3373547419568659549_n.jpg""","=""4/15/2024, 12:07:37 AM"""
"=""45721269524""","=""callie_thelonghairedgsd""","=""17911759160925811""","=""@daisys_epic_life Thank you my dear friend and thank you for always inspiring us each and every day 🌎💙💚❤️""","=""https://www.instagram.com/callie_thelonghairedgsd""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/440641415_798278295200373_4245620928058908036_n.jpg""","=""4/15/2024, 12:08:15 AM"""
