"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""32544493907""","=""pooliramesh1""","=""17844309506528220""","=""Yes""","=""https://www.instagram.com/pooliramesh1""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/91968495_713385142819723_7720965594513670144_n.jpg""","=""2/11/2021, 6:13:03 PM"""
"=""5079676175""","=""luciawinsor""","=""17873676170172442""","=""Hopefully it will sweetie!""","=""https://www.instagram.com/luciawinsor""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/17818230_241282003012209_2793900045936623616_a.jpg""","=""2/11/2021, 6:17:17 PM"""
"=""33425875311""","=""ph03.n1x_""","=""17894430535886075""","=""Nah his vote won’t 🥴🥴🥴""","=""https://www.instagram.com/ph03.n1x_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/339683608_619237126718929_7814119909974691821_n.jpg""","=""2/11/2021, 7:01:46 PM"""
"=""8789597062""","=""fjjehfnehf""","=""17923204984523475""","=""Than what about abortion? Because a majority of abortion is used on black families.""","=""https://www.instagram.com/fjjehfnehf""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/441149555_1424574481752068_4112500485138708344_n.jpg""","=""2/11/2021, 7:15:55 PM"""
"=""4553505441""","=""schmithdennis""","=""17925955888492839""","=""of course it matters, just not as much as Biden's votes did.""","=""https://www.instagram.com/schmithdennis""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/16122489_1913817738849745_7245904218295369728_a.jpg""","=""2/11/2021, 7:38:47 PM"""
"=""14036813417""","=""jack_the_silent_gentlemen_""","=""17890916941936281""","=""@frisco_lens 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂""","=""https://www.instagram.com/jack_the_silent_gentlemen_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/356622697_627835412745423_4674123919946579214_n.jpg""","=""2/11/2021, 7:42:43 PM"""
"=""34273474986""","=""lotuskys""","=""18092163115234166""","=""nah""","=""https://www.instagram.com/lotuskys""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/444757984_1769410657163990_7537906956777450706_n.jpg""","=""2/11/2021, 7:55:05 PM"""
"=""42617213356""","=""graham_ecruch_""","=""17898142510868933""","=""That poor little white girl...too young to know the truth""","=""https://www.instagram.com/graham_ecruch_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/420708231_1472592470332756_8979182402271885998_n.jpg""","=""2/11/2021, 8:04:25 PM"""
"=""4633503976""","=""rin_from_scoudark""","=""17860580975424802""","=""@realmattlanger I wonder why""","=""https://www.instagram.com/rin_from_scoudark""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/49622764_1163161280524999_2670075584742162432_n.jpg""","=""2/11/2021, 8:28:11 PM"""
"=""8789597062""","=""fjjehfnehf""","=""17914015072602168""","=""@rin_from_scoudark it may be because the one of the REAL leading killers in the minority community and the REAL racism is in a majority of Planned Parenthood buildings are in minority communities""","=""https://www.instagram.com/fjjehfnehf""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/441149555_1424574481752068_4112500485138708344_n.jpg""","=""2/11/2021, 8:33:50 PM"""
