"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""31810003""","=""ms_plump""","=""17870832919320947""","=""🙋🏾‍♀️🙋🏾‍♀️""","=""https://www.instagram.com/ms_plump""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/355616793_3433051113579637_494972323388398852_n.jpg""","=""2/25/2019, 8:07:56 PM"""
"=""9438343""","=""khendramelissa""","=""17995545928197680""","=""🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️""","=""https://www.instagram.com/khendramelissa""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/443736419_436746535643209_861872541968102161_n.jpg""","=""2/25/2019, 8:11:24 PM"""
"=""1022280000""","=""britx6""","=""18038824756041038""","=""🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️❤️""","=""https://www.instagram.com/britx6""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/10963857_1654241788136817_1015500318_a.jpg""","=""2/25/2019, 8:21:09 PM"""
"=""1702285196""","=""nursejoy16""","=""17973498910208537""","=""🙋🏽‍♀️""","=""https://www.instagram.com/nursejoy16""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/298697387_427642155820560_6983136412835603740_n.jpg""","=""2/25/2019, 8:23:27 PM"""
"=""202047312""","=""lovee.tianna""","=""18008681512176204""","=""🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️ first generation college student & have a part time job.""","=""https://www.instagram.com/lovee.tianna""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/435457186_432775675781238_5504802031366017160_n.jpg""","=""2/25/2019, 8:26:09 PM"""
"=""27269795""","=""_somoliaiman""","=""18006165511159997""","=""2 jobs and full time student🙋🏾‍♀️ I love your work 😍 even if I don’t win, I’m going to purchase when I have the means to do so ❤️""","=""https://www.instagram.com/_somoliaiman""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/437510332_965041488661593_6739582144750751391_n.jpg""","=""2/25/2019, 8:41:41 PM"""
"=""4344765330""","=""iam_king_bless""","=""17929471990274042""","=""🙋🏾‍♀️""","=""https://www.instagram.com/iam_king_bless""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/443240622_419168734417543_2967571323004281046_n.jpg""","=""2/25/2019, 8:42:06 PM"""
"=""4385979905""","=""2toopretty""","=""18006991003151650""","=""🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️""","=""https://www.instagram.com/2toopretty""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/441494003_346813824676149_1087902439901080783_n.jpg""","=""2/25/2019, 9:41:20 PM"""
"=""2152725418""","=""mskitaw_""","=""18038127991033174""","=""You guys are awesome for this 💕🙋🏽‍♀️""","=""https://www.instagram.com/mskitaw_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/403840789_744319197540570_5996594888033970855_n.jpg""","=""2/25/2019, 9:43:27 PM"""
"=""31732738""","=""latoyaprincess_""","=""18037314070051087""","=""🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️🙋🏾‍♀️""","=""https://www.instagram.com/latoyaprincess_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/424572124_899834405255244_7698427662724517687_n.jpg""","=""2/25/2019, 9:47:04 PM"""
"=""341576824""","=""shopolayemii__""","=""18008331400176938""","=""@_major_kee thanks so much""","=""https://www.instagram.com/shopolayemii__""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/58853019_1012592392271040_1607031394700099584_n.jpg""","=""2/25/2019, 10:01:17 PM"""
"=""2254997""","=""adoseofjasmine__""","=""17946355600247529""","=""🙋🏽‍♀️""","=""https://www.instagram.com/adoseofjasmine__""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/330262483_521363506804905_1725564551922852708_n.jpg""","=""2/25/2019, 10:22:30 PM"""
"=""2254997""","=""adoseofjasmine__""","=""17943653434256850""","=""@saxfifth_ I’m in school and work both full and part time. 😩😂😂""","=""https://www.instagram.com/adoseofjasmine__""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/330262483_521363506804905_1725564551922852708_n.jpg""","=""2/25/2019, 10:23:04 PM"""
"=""9849539843""","=""brownskinned_envy""","=""18034082725067166""","=""🙋🏾‍♀️""","=""https://www.instagram.com/brownskinned_envy""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/243521056_662565397971692_4522005857185701572_n.jpg""","=""2/25/2019, 11:04:47 PM"""
"=""5552661792""","=""_only1chels_""","=""17905685020291427""","=""God Bless You this is wonderful 🙋‍♀️""","=""https://www.instagram.com/_only1chels_""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/357410655_588311653438171_1233245213828980578_n.jpg""","=""2/25/2019, 11:15:24 PM"""
